,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
18,20,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Michelle,NA,control,0.45,4360,38
19,21,reveal,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie reveal that X happened?,14,F,Paul,Cynthia,NonProj,0.46,11720,38
20,22,see,6,X happened,M,Mia is a nun,factL,Did Ray see that X happened?,6,M,Robert,Jeffrey,NonProj,0.76,27525,38
21,23,prove,10,X happened,F,Zoe is a math major,factH,Did Tim prove that X happened?,10,M,Susan,Tyler,C,0.55,3997,38
22,24,hear,13,X happened,F,Jackson is training for a marathon,factH,Did Laura hear that X happened?,13,F,Ashley,Laura,C,0.79,5633,38
23,25,annoyed,2,X happened,F,Josie doesn't have a passport,factL,Is Scott annoyed that X happened?,2,M,Carol,Andrew,NonProj,0.5,9365,38
24,26,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.58,16619,38
25,27,confess,17,X happened,M,Owen lives in New Orleans,factL,Did Cynthia confess that X happened?,17,F,James,Amanda,C,0.65,23783,38
0,2,reveal,6,X happened,M,Mia is a nun,factL,Did Ray reveal that X happened?,6,M,David,Edward,NonProj,0.8,3221,39
1,3,admit,5,X happened,M,Sophia is a hipster,factH,Did Ben admit that X happened?,5,M,James,Gary,C,0.83,1407,39
2,4,say,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa say that X happened?,12,F,Kimberly,Joyce,C,0.85,1457,39
3,5,inform_Sam,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie inform Sam that X happened?,14,F,Christopher,Diane,C,0.74,1040,39
4,6,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Betty,NA,control,0.82,1008,39
5,7,establish,20,X happened,F,Charley lives in Mexico,factH,Did Anna establish that X happened?,20,F,Susan,Nicole,NonProj,0.81,1128,39
6,8,be_right_that,17,X happened,F,Owen lives in New Orleans,factL,Is Cynthia right that X happened?,17,F,Dorothy,Heather,C,0.63,1416,39
7,9,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Steven,NA,control,0.79,1431,39
8,10,know,18,X happened,F,Julian is German,factL,Does Kathleen know that X happened?,18,F,Lisa,Christina,NonProj,0.66,2353,39
9,11,suggest,1,X happened,M,Mary is a middle school student,factL,Did Patrick suggest that X happened?,1,M,Thomas,Alexander,C,0.77,1544,39
10,12,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,David,NA,control,0.82,1455,39
11,13,announce,11,X happened,M,Danny loves cake,factH,Did Amanda announce that X happened?,11,F,William,Shirley,C,0.94,1095,39
12,14,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Elizabeth,NA,control,0.79,1664,39
13,15,confirm,2,X happened,M,Josie doesn't have a passport,factL,Did Scott confirm that X happened?,2,M,George,Scott,C,1.0,2057,39
14,16,think,15,X happened,F,Tony really likes to party with his friends,factH,Does Rebecca think that X happened?,15,F,Jennifer,Amy,NonProj,0.74,2473,39
15,17,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Dorothy,NA,control,0.87,1207,39
16,18,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,George,NA,control,0.77,1280,39
17,19,annoyed,9,X happened,F,Grace hates her sister,factL,Is Andrew annoyed that X happened?,9,M,Betty,Jacob,NonProj,0.83,1392,39
18,20,hear,4,X happened,M,Olivia works the third shift,factH,Did Jerry hear that X happened?,4,M,Paul,Eric,C,0.82,1503,39
19,21,pretend,13,X happened,F,Jackson is training for a marathon,factH,Did Laura pretend that X happened?,13,F,Carol,Angela,NonProj,0.93,1433,39
20,22,see,3,X happened,M,Emma is in first grade,factL,Did Justin see that X happened?,3,M,Matthew,Gregory,NonProj,0.84,1336,39
21,23,confess,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth confess that X happened?,19,F,Steven,Amanda,C,0.87,1296,39
22,24,discover,10,X happened,M,Zoe is a math major,factH,Did Tim discover that X happened?,10,M,Kenneth,Jerry,NonProj,0.88,1360,39
23,25,demonstrate,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin demonstrate that X happened?,7,M,Donna,Patrick,C,0.76,1320,39
24,26,prove,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon prove that X happened?,16,F,Jessica,Rachel,C,0.86,1431,39
25,27,acknowledge,8,X happened,F,Emily never has any money,factL,Did Brian acknowledge that X happened?,8,M,Elizabeth,Ronald,C,0.85,2233,39
0,2,hear,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick hear that X happened?,1,M,Donna,Benjamin,C,1.0,32582,40
1,3,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Michelle,NA,control,0.91,17921,40
2,4,know,11,X happened,F,Danny is a diabetic,factL,Does Amanda know that X happened?,11,F,Nancy,Kathleen,NonProj,0.94,15563,40
3,5,inform_Sam,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon inform Sam that X happened?,16,F,James,Joyce,C,0.84,9220,40
4,6,admit,18,X happened,F,Julian is Cuban,factH,Did Kathleen admit that X happened?,18,F,Betty,Rachel,C,0.54,15695,40
5,7,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Elizabeth,NA,control,0.75,14342,40
6,8,acknowledge,20,X happened,F,Charley lives in Korea,factL,Did Anna acknowledge that X happened?,20,F,Susan,Angela,C,0.79,9815,40
7,9,discover,6,X happened,F,Mia is a nun,factL,Did Ray discover that X happened?,6,M,Michelle,Tyler,NonProj,0.61,8601,40
8,10,see,5,X happened,M,Sophia is a hipster,factH,Did Ben see that X happened?,5,M,David,Nicholas,NonProj,0.57,26744,40
9,11,be_right_that,8,X happened,M,Emily has been saving for a year,factH,Is Brian right that X happened?,8,M,William,Larry,C,0.34,9753,40
10,12,confess,10,X happened,F,Zoe is 5 years old,factL,Did Tim confess that X happened?,10,M,Ashley,Eric,C,0.34,6731,40
11,13,announce,13,X happened,M,Jackson is training for a marathon,factH,Did Laura announce that X happened?,13,F,Thomas,Cynthia,C,0.42,8123,40
12,14,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Ashley,NA,control,0.23,21151,40
13,15,reveal,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin reveal that X happened?,7,M,Elizabeth,Brandon,NonProj,0.23,20972,40
14,16,confirm,12,X happened,F,Frank is allergic to cats,factL,Did Melissa confirm that X happened?,12,F,Kimberly,Anna,C,0.37,5721,40
15,17,annoyed,3,X happened,F,Emma is in law school,factH,Is Justin annoyed that X happened?,3,M,Jennifer,Jacob,NonProj,0.9,4936,40
16,18,suggest,2,X happened,M,Josie doesn't have a passport,factL,Did Scott suggest that X happened?,2,M,Kenneth,Ryan,C,0.2,4423,40
17,19,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Lisa,NA,control,0.97,7923,40
18,20,establish,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia establish that X happened?,17,F,George,Christina,NonProj,0.27,5987,40
19,21,say,9,X happened,F,Grace hates her sister,factL,Did Andrew say that X happened?,9,M,Karen,Timothy,C,0.18,6957,40
20,22,think,4,X happened,F,Olivia works the third shift,factH,Does Jerry think that X happened?,4,M,Margaret,Brian,NonProj,0.16,5699,40
21,23,pretend,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca pretend that X happened?,15,F,Lisa,Heather,NonProj,0.11,4672,40
22,24,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Susan,NA,control,0.94,6251,40
23,25,prove,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie prove that X happened?,14,F,Paul,Nicole,C,0.19,7498,40
24,26,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Nancy,NA,control,0.93,6453,40
25,27,demonstrate,19,X happened,M,Jon lives 2 blocks away from work,factH,Did Ruth demonstrate that X happened?,19,F,Christopher,Rebecca,C,0.27,5408,40
0,2,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.78,41127,41
1,3,hear,18,X happened,F,Julian is German,factL,Did Kathleen hear that X happened?,18,F,Kimberly,Julie,C,0.08,18449,41
2,4,say,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick say that X happened?,1,M,Margaret,Brian,C,0.45,22791,41
3,5,confirm,8,X happened,M,Emily has been saving for a year,factH,Did Brian confirm that X happened?,8,M,Paul,Jacob,C,0.29,8747,41
4,6,discover,4,X happened,F,Olivia works the third shift,factH,Did Jerry discover that X happened?,4,M,Ashley,Nicholas,NonProj,0.21,3758,41
5,7,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,George,NA,control,0.69,2823,41
6,8,see,11,X happened,M,Danny is a diabetic,factL,Did Amanda see that X happened?,11,F,Thomas,Sharon,NonProj,0.47,2028,41
7,9,suggest,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon suggest that X happened?,16,F,George,Amy,C,0.81,2714,41
8,10,think,20,X happened,M,Charley lives in Korea,factL,Does Anna think that X happened?,20,F,Kenneth,Stephanie,NonProj,0.33,2370,41
9,11,establish,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca establish that X happened?,15,F,Michelle,Diane,NonProj,0.77,2588,41
10,12,prove,9,X happened,M,Grace loves her sister,factH,Did Andrew prove that X happened?,9,M,James,Tyler,C,0.49,2307,41
11,13,annoyed,13,X happened,F,Jackson is obese,factL,Is Laura annoyed that X happened?,13,F,Carol,Carolyn,NonProj,0.75,3644,41
12,14,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Michelle,NA,control,0.28,2869,41
13,15,admit,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia admit that X happened?,17,F,Jessica,Shirley,C,0.76,2128,41
14,16,inform_Sam,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth inform Sam that X happened?,19,F,Jennifer,Catherine,C,0.5,1641,41
15,17,know,6,X happened,M,Mia is a college student,factH,Does Ray know that X happened?,6,M,Richard,Patrick,NonProj,0.3,2210,41
16,18,demonstrate,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie demonstrate that X happened?,14,F,Steven,Ruth,C,0.6,1560,41
17,19,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Steven,NA,control,0.69,2420,41
18,20,reveal,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben reveal that X happened?,5,M,Mark,Raymond,NonProj,0.35,1850,41
19,21,confess,3,X happened,M,Emma is in law school,factH,Did Justin confess that X happened?,3,M,William,Alexander,C,0.81,3008,41
20,22,be_right_that,12,X happened,F,Frank has always wanted a pet,factH,Is Melissa right that X happened?,12,F,Nancy,Virginia,C,0.58,2910,41
21,23,pretend,10,X happened,M,Zoe is a math major,factH,Did Tim pretend that X happened?,10,M,Christopher,Larry,NonProj,0.75,2259,41
22,24,announce,2,X happened,F,Josie loves France,factH,Did Scott announce that X happened?,2,M,Susan,Benjamin,C,0.37,2448,41
23,25,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Jessica,NA,control,0.72,2113,41
24,26,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Matthew,NA,control,0.75,2781,41
25,27,acknowledge,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin acknowledge that X happened?,7,M,Matthew,Ronald,C,0.44,3080,41
0,2,confess,3,X happened,M,Emma is in first grade,factL,Did Justin confess that X happened?,3,M,Robert,Gregory,C,0.63,2325,42
1,3,prove,2,X happened,M,Josie doesn't have a passport,factL,Did Scott prove that X happened?,2,M,James,Jacob,C,0.65,1303,42
2,4,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Robert,NA,control,0.66,1856,42
3,5,think,8,X happened,F,Emily never has any money,factL,Does Brian think that X happened?,8,M,Linda,Raymond,NonProj,0.67,1952,42
4,6,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Linda,NA,control,0.74,1207,42
5,7,confirm,10,X happened,F,Zoe is 5 years old,factL,Did Tim confirm that X happened?,10,M,Susan,Benjamin,C,0.79,1081,42
6,8,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Richard,NA,control,0.74,1047,42
7,9,annoyed,1,X happened,F,Mary is a middle school student,factL,Is Patrick annoyed that X happened?,1,M,Jessica,Justin,NonProj,0.73,953,42
8,10,say,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca say that X happened?,15,F,Karen,Laura,C,0.73,871,42
9,11,admit,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia admit that X happened?,17,F,Nancy,Diane,C,0.71,1088,42
10,12,know,14,X happened,F,Jayden's car is in the shop,factH,Does Stephanie know that X happened?,14,F,Kimberly,Amanda,NonProj,0.67,4135,42
11,13,reveal,13,X happened,M,Jackson is training for a marathon,factH,Did Laura reveal that X happened?,13,F,Kenneth,Virginia,NonProj,0.68,1616,42
12,14,hear,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa hear that X happened?,12,F,Michelle,Angela,C,0.53,1384,42
13,15,pretend,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon pretend that X happened?,16,F,Helen,Rebecca,NonProj,0.79,3200,42
14,16,inform_Sam,11,X happened,M,Danny is a diabetic,factL,Did Amanda inform Sam that X happened?,11,F,Richard,Kathleen,C,0.71,2104,42
15,17,see,6,X happened,M,Mia is a college student,factH,Did Ray see that X happened?,6,M,Matthew,Timothy,NonProj,0.76,1657,42
16,18,demonstrate,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth demonstrate that X happened?,19,F,Margaret,Sharon,C,0.74,1559,42
17,19,be_right_that,5,X happened,F,Sophia is a hipster,factH,Is Ben right that X happened?,5,M,Sandra,Edward,C,0.74,1384,42
18,20,acknowledge,7,X happened,F,Isabella is from Argentina,factH,Did Kevin acknowledge that X happened?,7,M,Dorothy,Larry,C,0.65,1913,42
19,21,announce,4,X happened,M,Olivia works the third shift,factH,Did Jerry announce that X happened?,4,M,Paul,Jeffrey,C,0.64,1261,42
20,22,establish,18,X happened,F,Julian is German,factL,Did Kathleen establish that X happened?,18,F,Jennifer,Cynthia,NonProj,0.7,1499,42
21,23,suggest,9,X happened,M,Grace loves her sister,factH,Did Andrew suggest that X happened?,9,M,William,Eric,C,0.76,2448,42
22,24,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,James,NA,control,0.68,1823,42
23,25,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Steven,NA,control,0.75,1568,42
24,26,discover,20,X happened,M,Charley lives in Korea,factL,Did Anna discover that X happened?,20,F,Steven,Anna,NonProj,0.78,1551,42
25,27,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Jennifer,NA,control,0.72,2720,42
0,2,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Susan,NA,control,0.59,4997,43
1,3,pretend,18,X happened,M,Julian is Cuban,factH,Did Kathleen pretend that X happened?,18,F,David,Brenda,NonProj,0.64,1326,43
2,4,confess,4,X happened,M,Olivia works the third shift,factH,Did Jerry confess that X happened?,4,M,James,Nicholas,C,0.68,1343,43
3,5,confirm,10,X happened,F,Zoe is 5 years old,factL,Did Tim confirm that X happened?,10,M,Susan,Brandon,C,0.62,1520,43
4,6,discover,5,X happened,F,Sophia is a hipster,factH,Did Ben discover that X happened?,5,M,Betty,Jacob,NonProj,0.65,1383,43
5,7,admit,20,X happened,F,Charley lives in Korea,factL,Did Anna admit that X happened?,20,F,Nancy,Melissa,C,0.62,1016,43
6,8,inform_Sam,9,X happened,M,Grace hates her sister,factL,Did Andrew inform Sam that X happened?,9,M,Thomas,Ryan,C,0.68,1304,43
7,9,be_right_that,19,X happened,M,Jon lives 10 miles away from work,factL,Is Ruth right that X happened?,19,F,Steven,Heather,C,0.69,1210,43
8,10,hear,8,X happened,M,Emily has been saving for a year,factH,Did Brian hear that X happened?,8,M,Christopher,Ronald,C,0.6,1668,43
9,11,see,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin see that X happened?,7,M,Kimberly,Patrick,NonProj,0.68,1215,43
10,12,annoyed,16,X happened,M,Josh is a 5-year old boy,factH,Is Sharon annoyed that X happened?,16,F,Matthew,Joyce,NonProj,0.68,1343,43
11,13,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Kimberly,NA,control,0.53,953,43
12,14,establish,13,X happened,M,Jackson is training for a marathon,factH,Did Laura establish that X happened?,13,F,William,Carolyn,NonProj,0.64,1096,43
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Nancy,NA,control,0.7,1064,43
14,16,prove,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia prove that X happened?,17,F,Donna,Nicole,C,0.73,1104,43
15,17,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Sandra,NA,control,0.7,1177,43
16,18,acknowledge,6,X happened,F,Mia is a nun,factL,Did Ray acknowledge that X happened?,6,M,Linda,Benjamin,C,0.79,1823,43
17,19,reveal,3,X happened,F,Emma is in first grade,factL,Did Justin reveal that X happened?,3,M,Carol,Larry,NonProj,0.73,1216,43
18,20,think,1,X happened,F,Mary is a middle school student,factL,Does Patrick think that X happened?,1,M,Sandra,Gregory,NonProj,0.72,1296,43
19,21,announce,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie announce that X happened?,14,F,George,Rebecca,C,0.67,1072,43
20,22,demonstrate,2,X happened,F,Josie doesn't have a passport,factL,Did Scott demonstrate that X happened?,2,M,Michelle,Justin,C,0.65,1247,43
21,23,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,George,NA,control,0.71,1288,43
22,24,say,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa say that X happened?,12,F,Mark,Sharon,C,0.69,1384,43
23,25,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Michelle,NA,control,0.72,3192,43
24,26,know,11,X happened,F,Danny loves cake,factH,Does Amanda know that X happened?,11,F,Sarah,Catherine,NonProj,0.71,1511,43
25,27,suggest,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca suggest that X happened?,15,F,Margaret,Christina,C,0.73,1817,43
0,2,confirm,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia confirm that X happened?,17,F,Betty,Nicole,C,0.96,9111,44
1,3,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Sandra,NA,control,0.88,2449,44
2,4,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Paul,NA,control,0.88,4765,44
3,5,inform_Sam,6,X happened,M,Mia is a college student,factH,Did Ray inform Sam that X happened?,6,M,David,Edward,C,0.75,2000,44
4,6,acknowledge,3,X happened,M,Emma is in law school,factH,Did Justin acknowledge that X happened?,3,M,Mark,Patrick,C,0.83,718680,44
5,7,announce,5,X happened,F,Sophia is a hipster,factH,Did Ben announce that X happened?,5,M,Helen,Gregory,C,0.73,1801,44
6,8,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Thomas,NA,control,0.24,1859,44
7,9,think,7,X happened,F,Isabella is a vegetarian,factL,Does Kevin think that X happened?,7,M,Sarah,Brian,NonProj,0.7,1980,44
8,10,say,2,X happened,F,Josie doesn't have a passport,factL,Did Scott say that X happened?,2,M,Nancy,Timothy,C,0.78,1909,44
9,11,prove,11,X happened,F,Danny loves cake,factH,Did Amanda prove that X happened?,11,F,Carol,Angela,C,0.33,1329,44
10,12,admit,9,X happened,M,Grace loves her sister,factH,Did Andrew admit that X happened?,9,M,Robert,Jacob,C,0.85,1831,44
11,13,know,15,X happened,F,Tony really likes to party with his friends,factH,Does Rebecca know that X happened?,15,F,Linda,Julie,NonProj,0.74,1878,44
12,14,see,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon see that X happened?,16,F,Thomas,Joyce,NonProj,0.6,1650,44
13,15,annoyed,8,X happened,M,Emily never has any money,factL,Is Brian annoyed that X happened?,8,M,Paul,Scott,NonProj,0.85,1439,44
14,16,be_right_that,13,X happened,F,Jackson is obese,factL,Is Laura right that X happened?,13,F,Susan,Amanda,C,0.89,1649,44
15,17,pretend,20,X happened,F,Charley lives in Mexico,factH,Did Anna pretend that X happened?,20,F,Jessica,Virginia,NonProj,0.72,1680,44
16,18,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Susan,NA,control,0.87,2110,44
17,19,reveal,18,X happened,F,Julian is German,factL,Did Kathleen reveal that X happened?,18,F,Sandra,Janet,NonProj,0.7,1350,44
18,20,confess,1,X happened,M,Mary is a middle school student,factL,Did Patrick confess that X happened?,1,M,Richard,Ryan,C,0.59,1279,44
19,21,hear,12,X happened,M,Frank is allergic to cats,factL,Did Melissa hear that X happened?,12,F,Kenneth,Ruth,C,0.86,1770,44
20,22,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Lisa,NA,control,0.88,1369,44
21,23,establish,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth establish that X happened?,19,F,Karen,Carolyn,NonProj,0.89,2450,44
22,24,suggest,10,X happened,F,Zoe is 5 years old,factL,Did Tim suggest that X happened?,10,M,Lisa,Kevin,C,0.9,1380,44
23,25,discover,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie discover that X happened?,14,F,Donna,Diane,NonProj,0.75,1930,44
24,26,demonstrate,4,X happened,F,Olivia works the third shift,factH,Did Jerry demonstrate that X happened?,4,M,Kimberly,Justin,C,0.83,1581,44
25,27,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Nancy,NA,control,0.94,11248,44
0,2,confirm,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa confirm that X happened?,12,F,Helen,Stephanie,C,0.51,16400,45
1,3,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Matthew,NA,control,1.0,10937,45
2,4,inform_Sam,7,X happened,M,Isabella is from Argentina,factH,Did Kevin inform Sam that X happened?,7,M,Christopher,Justin,C,1.0,5473,45
3,5,reveal,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie reveal that X happened?,14,F,Sandra,Sharon,NonProj,0.51,7506,45
4,6,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Sandra,NA,control,1.0,3604,45
5,7,pretend,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia pretend that X happened?,17,F,Nancy,Christina,NonProj,0.0,5700,45
6,8,know,3,X happened,M,Emma is in law school,factH,Does Justin know that X happened?,3,M,Steven,Jerry,NonProj,1.0,6854,45
7,9,confess,4,X happened,F,Olivia works the third shift,factH,Did Jerry confess that X happened?,4,M,Susan,Ronald,C,0.5,4346,45
8,10,annoyed,13,X happened,F,Jackson is training for a marathon,factH,Is Laura annoyed that X happened?,13,F,Donna,Brenda,NonProj,1.0,3439,45
9,11,announce,2,X happened,M,Josie doesn't have a passport,factL,Did Scott announce that X happened?,2,M,Paul,Brian,C,0.51,3753,45
10,12,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Mark,NA,control,1.0,4749,45
11,13,see,8,X happened,F,Emily never has any money,factL,Did Brian see that X happened?,8,M,Elizabeth,Brandon,NonProj,0.5,2178,45
12,14,suggest,18,X happened,M,Julian is German,factL,Did Kathleen suggest that X happened?,18,F,Richard,Rachel,C,0.52,1876,45
13,15,establish,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth establish that X happened?,19,F,Karen,Joyce,NonProj,0.49,2709,45
14,16,demonstrate,1,X happened,F,Mary is a middle school student,factL,Did Patrick demonstrate that X happened?,1,M,Margaret,Raymond,C,0.49,2703,45
15,17,admit,6,X happened,F,Mia is a college student,factH,Did Ray admit that X happened?,6,M,Carol,Tyler,C,0.49,1877,45
16,18,think,11,X happened,M,Danny is a diabetic,factL,Does Amanda think that X happened?,11,F,Matthew,Julie,NonProj,0.51,3160,45
17,19,hear,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon hear that X happened?,16,F,George,Janet,C,0.51,2636,45
18,20,prove,9,X happened,M,Grace hates her sister,factL,Did Andrew prove that X happened?,9,M,Mark,Gregory,C,0.51,5330,45
19,21,discover,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca discover that X happened?,15,F,Linda,Nicole,NonProj,0.5,4075,45
20,22,acknowledge,10,X happened,F,Zoe is a math major,factH,Did Tim acknowledge that X happened?,10,M,Ashley,Kevin,C,0.5,4217,45
21,23,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Karen,NA,control,1.0,4924,45
22,24,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,George,NA,control,1.0,3576,45
23,25,be_right_that,20,X happened,F,Charley lives in Mexico,factH,Is Anna right that X happened?,20,F,Lisa,Ruth,C,1.0,3146,45
24,26,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Richard,NA,control,1.0,4048,45
25,27,say,5,X happened,M,Sophia is a hipster,factH,Did Ben say that X happened?,5,M,Thomas,Scott,C,0.53,2460,45
0,2,pretend,3,X happened,F,Emma is in first grade,factL,Did Justin pretend that X happened?,3,M,Kimberly,Scott,NonProj,0.69,3857,46
1,3,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Matthew,NA,control,0.62,1355,46
2,4,confess,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca confess that X happened?,15,F,Betty,Melissa,C,0.84,1225,46
3,5,say,8,X happened,F,Emily never has any money,factL,Did Brian say that X happened?,8,M,Jennifer,Ryan,C,0.29,935,46
4,6,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,David,NA,control,0.78,1279,46
