,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
4,6,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Linda,NA,control,0.94,5487,39
5,7,admit,19,that thing happened,M,Jon lives 2 blocks away from work,factH,Did Ruth admit that a particular thing happened?,19,F,Christopher,Nicole,C,0.65,5510,39
6,8,discover,1,that thing happened,F,Mary is a middle school student,factL,Did Patrick discover that a particular thing happened?,1,M,Linda,Nicholas,NonProj,0.94,3671,39
7,9,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Sarah,NA,control,0.98,5268,39
8,10,acknowledge,3,that thing happened,F,Emma is in first grade,factL,Did Justin acknowledge that a particular thing happened?,3,M,Sarah,Jeffrey,C,0.96,6731,39
9,11,demonstrate,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura demonstrate that a particular thing happened?,13,F,Donna,Brenda,C,0.75,4592,39
10,12,establish,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen establish that a particular thing happened?,18,F,Richard,Ruth,NonProj,0.81,3329,39
11,13,see,16,that thing happened,F,Josh is a 75-year old man,factL,Did Sharon see that a particular thing happened?,16,F,Susan,Carolyn,NonProj,0.99,4603,39
12,14,confirm,11,that thing happened,F,Danny loves cake,factH,Did Amanda confirm that a particular thing happened?,11,F,Nancy,Amanda,C,0.18,4205,39
13,15,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Susan,NA,control,0.97,4333,39
14,16,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Kimberly,NA,control,0.99,6017,39
15,17,be_right_that,5,that thing happened,M,Sophia is a hipster,factH,Is Ben right that a particular thing happened?,5,M,James,Scott,C,0.29,3860,39
16,18,suggest,20,that thing happened,F,Charley lives in Mexico,factH,Did Anna suggest that a particular thing happened?,20,F,Helen,Heather,C,0.15,7363,39
17,19,know,14,that thing happened,M,Jayden doesn't have a driver's license,factL,Does Stephanie know that a particular thing happened?,14,F,Mark,Stephanie,NonProj,0.98,6135,39
18,20,say,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin say that a particular thing happened?,7,M,Jennifer,Larry,C,0.13,3961,39
19,21,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Sandra,NA,control,0.96,5897,39
20,22,prove,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian prove that a particular thing happened?,8,M,Betty,Kevin,C,0.29,4470,39
21,23,confess,9,that thing happened,F,Grace hates her sister,factL,Did Andrew confess that a particular thing happened?,9,M,Kimberly,Jacob,C,0.61,3697,39
22,24,announce,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim announce that a particular thing happened?,10,M,Dorothy,Edward,C,0.34,5003,39
23,25,reveal,12,that thing happened,F,Frank is allergic to cats,factL,Did Melissa reveal that a particular thing happened?,12,F,Carol,Amy,NonProj,0.56,3718,39
24,26,annoyed,4,that thing happened,M,Olivia has two small children,factL,Is Jerry annoyed that a particular thing happened?,4,M,George,Andrew,NonProj,0.97,3231,39
25,27,inform_Sam,6,that thing happened,F,Mia is a college student,factH,Did Ray inform Sam that a particular thing happened?,6,M,Karen,Ronald,C,0.96,3714,39
0,2,prove,3,that thing happened,M,Emma is in law school,factH,Did Justin prove that a particular thing happened?,3,M,Matthew,Brian,C,0.03,21082,40
1,3,control,control2,that thing happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,William,NA,control,0.98,7077,40
2,4,pretend,13,that thing happened,F,Jackson is obese,factL,Did Laura pretend that a particular thing happened?,13,F,Linda,Janet,NonProj,0.49,14463,40
3,5,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Kimberly,NA,control,0.22,21319,40
4,6,hear,12,that thing happened,M,Frank has always wanted a pet,factH,Did Melissa hear that a particular thing happened?,12,F,Robert,Shirley,C,0.9,14031,40
5,7,reveal,15,that thing happened,F,Tony really likes to party with his friends,factH,Did Rebecca reveal that a particular thing happened?,15,F,Ashley,Brenda,NonProj,0.98,8463,40
6,8,inform_Sam,1,that thing happened,M,Mary is a middle school student,factL,Did Patrick inform Sam that a particular thing happened?,1,M,William,Raymond,C,0.98,7464,40
7,9,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Paul,NA,control,0.98,8728,40
8,10,demonstrate,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin demonstrate that a particular thing happened?,7,M,Susan,Justin,C,0.15,12135,40
9,11,announce,9,that thing happened,F,Grace hates her sister,factL,Did Andrew announce that a particular thing happened?,9,M,Kimberly,Tyler,C,0.14,5912,40
10,12,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Margaret,NA,control,0.03,7896,40
11,13,establish,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim establish that a particular thing happened?,10,M,Kenneth,Edward,NonProj,0.04,6734,40
12,14,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Michelle,NA,control,0.99,5637,40
13,15,admit,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian admit that a particular thing happened?,8,M,Donna,Jacob,C,0.24,8035,40
14,16,know,5,that thing happened,F,Sophia is a high end fashion model,factL,Does Ben know that a particular thing happened?,5,M,Michelle,Gary,NonProj,0.92,8882,40
15,17,confess,18,that thing happened,M,Julian is Cuban,factH,Did Kathleen confess that a particular thing happened?,18,F,Richard,Anna,C,0.37,5007,40
16,18,confirm,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth confirm that a particular thing happened?,19,F,Nancy,Laura,C,0.43,4992,40
17,19,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Carol,NA,control,0.99,7682,40
18,20,acknowledge,6,that thing happened,F,Mia is a college student,factH,Did Ray acknowledge that a particular thing happened?,6,M,Betty,Andrew,C,0.63,8290,40
19,21,be_right_that,14,that thing happened,F,Jayden's car is in the shop,factH,Is Stephanie right that a particular thing happened?,14,F,Elizabeth,Cynthia,C,0.12,5990,40
20,22,think,20,that thing happened,M,Charley lives in Mexico,factH,Does Anna think that a particular thing happened?,20,F,David,Rebecca,NonProj,0.06,4580,40
21,23,see,4,that thing happened,M,Olivia works the third shift,factH,Did Jerry see that a particular thing happened?,4,M,Thomas,Brandon,NonProj,0.35,9756,40
22,24,suggest,2,that thing happened,F,Josie doesn't have a passport,factL,Did Scott suggest that a particular thing happened?,2,M,Margaret,Patrick,C,0.18,5085,40
23,25,annoyed,16,that thing happened,M,Josh is a 75-year old man,factL,Is Sharon annoyed that a particular thing happened?,16,F,Paul,Diane,NonProj,0.97,4750,40
24,26,say,17,that thing happened,F,Owen lives in New Orleans,factL,Did Cynthia say that a particular thing happened?,17,F,Dorothy,Christina,C,0.22,6887,40
25,27,discover,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda discover that a particular thing happened?,11,F,Carol,Stephanie,NonProj,0.3,10056,40
0,2,inform_Sam,5,that thing happened,F,Sophia is a hipster,factH,Did Ben inform Sam that a particular thing happened?,5,M,Carol,Jacob,C,0.05,12596,41
1,3,confirm,1,that thing happened,M,Mary is a middle school student,factL,Did Patrick confirm that a particular thing happened?,1,M,James,Benjamin,C,0.17,8774,41
2,4,see,13,that thing happened,F,Jackson is obese,factL,Did Laura see that a particular thing happened?,13,F,Kimberly,Amanda,NonProj,0.9,10666,41
3,5,reveal,4,that thing happened,F,Olivia works the third shift,factH,Did Jerry reveal that a particular thing happened?,4,M,Jessica,Nicholas,NonProj,0.9,8056,41
4,6,confess,11,that thing happened,M,Danny loves cake,factH,Did Amanda confess that a particular thing happened?,11,F,Mark,Sharon,C,0.21,7150,41
5,7,be_right_that,10,that thing happened,F,Zoe is 5 years old,factL,Is Tim right that a particular thing happened?,10,M,Jennifer,Tyler,C,0.07,4956,41
6,8,annoyed,6,that thing happened,F,Mia is a college student,factH,Is Ray annoyed that a particular thing happened?,6,M,Nancy,Alexander,NonProj,0.91,8235,41
7,9,say,3,that thing happened,F,Emma is in first grade,factL,Did Justin say that a particular thing happened?,3,M,Sarah,Raymond,C,0.07,5849,41
8,10,think,7,that thing happened,M,Isabella is a vegetarian,factL,Does Kevin think that a particular thing happened?,7,M,David,Andrew,NonProj,0.78,5472,41
9,11,establish,16,that thing happened,F,Josh is a 5-year old boy,factH,Did Sharon establish that a particular thing happened?,16,F,Betty,Catherine,NonProj,0.19,4927,41
10,12,acknowledge,15,that thing happened,M,Tony really likes to party with his friends,factH,Did Rebecca acknowledge that a particular thing happened?,15,F,William,Joyce,C,0.83,4729,41
11,13,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Sandra,NA,control,0.89,5769,41
12,14,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Kimberly,NA,control,0.91,4206,41
13,15,hear,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth hear that a particular thing happened?,19,F,Margaret,Janet,C,0.7,3462,41
14,16,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,James,NA,control,0.95,3800,41
15,17,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,David,NA,control,0.97,8786,41
16,18,admit,2,that thing happened,F,Josie loves France,factH,Did Scott admit that a particular thing happened?,2,M,Michelle,Jerry,C,0.6,4489,41
17,19,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Helen,NA,control,0.97,6924,41
18,20,demonstrate,9,that thing happened,F,Grace hates her sister,factL,Did Andrew demonstrate that a particular thing happened?,9,M,Sandra,Timothy,C,0.24,5095,41
19,21,discover,20,that thing happened,M,Charley lives in Mexico,factH,Did Anna discover that a particular thing happened?,20,F,Kenneth,Julie,NonProj,0.8,4399,41
20,22,pretend,18,that thing happened,M,Julian is German,factL,Did Kathleen pretend that a particular thing happened?,18,F,Paul,Ruth,NonProj,0.57,9539,41
21,23,know,8,that thing happened,F,Emily never has any money,factL,Does Brian know that a particular thing happened?,8,M,Linda,Brian,NonProj,0.86,6701,41
22,24,prove,17,that thing happened,F,Owen lives in New Orleans,factL,Did Cynthia prove that a particular thing happened?,17,F,Lisa,Stephanie,C,0.12,5391,41
23,25,announce,12,that thing happened,F,Frank is allergic to cats,factL,Did Melissa announce that a particular thing happened?,12,F,Helen,Anna,C,0.12,3621,41
24,26,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Jennifer,NA,control,0.94,3208,41
25,27,suggest,14,that thing happened,F,Jayden's car is in the shop,factH,Did Stephanie suggest that a particular thing happened?,14,F,Elizabeth,Diane,C,0.27,5070,41
0,2,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Helen,NA,control,0.89,24198,42
1,3,suggest,4,that thing happened,F,Olivia has two small children,factL,Did Jerry suggest that a particular thing happened?,4,M,Jennifer,Gary,C,0.13,10231,42
2,4,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Paul,NA,control,0.85,14832,42
3,5,hear,20,that thing happened,M,Charley lives in Korea,factL,Did Anna hear that a particular thing happened?,20,F,Paul,Christina,C,0.67,10472,42
4,6,annoyed,7,that thing happened,F,Isabella is from Argentina,factH,Is Kevin annoyed that a particular thing happened?,7,M,Kimberly,Timothy,NonProj,0.9,7272,42
5,7,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Donna,NA,control,0.88,8408,42
6,8,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Sarah,NA,control,0.86,6031,42
7,9,discover,10,that thing happened,F,Zoe is 5 years old,factL,Did Tim discover that a particular thing happened?,10,M,Margaret,Ronald,NonProj,0.27,6079,42
8,10,pretend,11,that thing happened,F,Danny loves cake,factH,Did Amanda pretend that a particular thing happened?,11,F,Dorothy,Rachel,NonProj,0.1,8760,42
9,11,know,5,that thing happened,F,Sophia is a high end fashion model,factL,Does Ben know that a particular thing happened?,5,M,Michelle,Nicholas,NonProj,0.85,5159,42
10,12,demonstrate,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth demonstrate that a particular thing happened?,19,F,Ashley,Anna,C,0.48,5048,42
11,13,be_right_that,2,that thing happened,M,Josie doesn't have a passport,factL,Is Scott right that a particular thing happened?,2,M,Thomas,Brian,C,0.08,4887,42
12,14,establish,6,that thing happened,F,Mia is a nun,factL,Did Ray establish that a particular thing happened?,6,M,Donna,Edward,NonProj,0.11,4719,42
13,15,acknowledge,18,that thing happened,F,Julian is German,factL,Did Kathleen acknowledge that a particular thing happened?,18,F,Sarah,Brenda,C,0.82,4280,42
14,16,see,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian see that a particular thing happened?,8,M,Betty,Eric,NonProj,0.38,8447,42
15,17,say,1,that thing happened,F,Mary is a middle school student,factL,Did Patrick say that a particular thing happened?,1,M,Elizabeth,Kevin,C,0.18,4944,42
16,18,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Richard,NA,control,0.85,4799,42
17,19,reveal,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura reveal that a particular thing happened?,13,F,Karen,Laura,NonProj,0.79,6768,42
18,20,admit,15,that thing happened,F,Tony has been sober for 20 years,factL,Did Rebecca admit that a particular thing happened?,15,F,Helen,Virginia,C,0.85,2807,42
19,21,think,12,that thing happened,M,Frank has always wanted a pet,factH,Does Melissa think that a particular thing happened?,12,F,Matthew,Amy,NonProj,0.14,4713,42
20,22,control,control1,that thing happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Michelle,NA,control,0.88,5040,42
21,23,confess,3,that thing happened,F,Emma is in law school,factH,Did Justin confess that a particular thing happened?,3,M,Carol,Scott,C,0.35,10263,42
22,24,inform_Sam,17,that thing happened,M,Owen lives in Chicago,factH,Did Cynthia inform Sam that a particular thing happened?,17,F,George,Amanda,C,0.83,3993,42
23,25,announce,9,that thing happened,M,Grace loves her sister,factH,Did Andrew announce that a particular thing happened?,9,M,Kenneth,Tyler,C,0.83,3383,42
24,26,prove,14,that thing happened,M,Jayden's car is in the shop,factH,Did Stephanie prove that a particular thing happened?,14,F,Mark,Melissa,C,0.29,6456,42
25,27,confirm,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon confirm that a particular thing happened?,16,F,Richard,Rebecca,C,0.35,4503,42
0,2,pretend,4,that thing happened,M,Olivia works the third shift,factH,Did Jerry pretend that a particular thing happened?,4,M,Paul,Raymond,NonProj,0.1,11450,43
1,3,be_right_that,2,that thing happened,F,Josie doesn't have a passport,factL,Is Scott right that a particular thing happened?,2,M,Linda,Alexander,C,0.04,8974,43
2,4,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Nancy,NA,control,0.69,7533,43
3,5,think,5,that thing happened,F,Sophia is a high end fashion model,factL,Does Ben think that a particular thing happened?,5,M,Kimberly,Larry,NonProj,0.17,5847,43
4,6,discover,6,that thing happened,M,Mia is a nun,factL,Did Ray discover that a particular thing happened?,6,M,David,Edward,NonProj,0.99,3263,43
5,7,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,William,NA,control,0.96,7468,43
6,8,establish,10,that thing happened,M,Zoe is 5 years old,factL,Did Tim establish that a particular thing happened?,10,M,Steven,Jacob,NonProj,0.98,3633,43
7,9,inform_Sam,14,that thing happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie inform Sam that a particular thing happened?,14,F,Helen,Amy,C,0.7,4743,43
8,10,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Steven,NA,control,0.99,4152,43
9,11,demonstrate,15,that thing happened,F,Tony really likes to party with his friends,factH,Did Rebecca demonstrate that a particular thing happened?,15,F,Dorothy,Heather,C,0.71,3337,43
10,12,know,12,that thing happened,F,Frank has always wanted a pet,factH,Does Melissa know that a particular thing happened?,12,F,Jessica,Sharon,NonProj,0.09,21559,43
11,13,reveal,13,that thing happened,F,Jackson is training for a marathon,factH,Did Laura reveal that a particular thing happened?,13,F,Ashley,Joyce,NonProj,0.84,3371,43
12,14,suggest,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick suggest that a particular thing happened?,1,M,Karen,Brandon,C,0.29,2887,43
13,15,prove,20,that thing happened,M,Charley lives in Korea,factL,Did Anna prove that a particular thing happened?,20,F,James,Catherine,C,0.66,3940,43
14,16,announce,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon announce that a particular thing happened?,16,F,Richard,Diane,C,0.8,26435,43
15,17,confess,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian confess that a particular thing happened?,8,M,Donna,Nicholas,C,0.96,4485,43
16,18,hear,11,that thing happened,F,Danny is a diabetic,factL,Did Amanda hear that a particular thing happened?,11,F,Nancy,Kathleen,C,0.2,2747,43
17,19,annoyed,3,that thing happened,F,Emma is in law school,factH,Is Justin annoyed that a particular thing happened?,3,M,Margaret,Brian,NonProj,0.67,4834,43
18,20,acknowledge,18,that thing happened,M,Julian is German,factL,Did Kathleen acknowledge that a particular thing happened?,18,F,Thomas,Ruth,C,0.56,3440,43
19,21,confirm,17,that thing happened,F,Owen lives in Chicago,factH,Did Cynthia confirm that a particular thing happened?,17,F,Carol,Carolyn,C,0.76,2507,43
20,22,see,7,that thing happened,M,Isabella is a vegetarian,factL,Did Kevin see that a particular thing happened?,7,M,William,Kevin,NonProj,0.39,3273,43
21,23,control,control5,that thing happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Thomas,NA,control,0.76,3416,43
22,24,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Linda,NA,control,0.23,8116,43
23,25,say,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth say that a particular thing happened?,19,F,Elizabeth,Angela,C,0.03,3003,43
24,26,admit,9,that thing happened,M,Grace loves her sister,factH,Did Andrew admit that a particular thing happened?,9,M,Robert,Andrew,C,0.71,2127,43
25,27,control,control4,that thing happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Richard,NA,control,0.99,3185,43
0,2,establish,17,that thing happened,M,Owen lives in Chicago,factH,Did Cynthia establish that a particular thing happened?,17,F,Robert,Janet,NonProj,0.32,24846,44
1,3,think,2,that thing happened,M,Josie doesn't have a passport,factL,Does Scott think that a particular thing happened?,2,M,Richard,Justin,NonProj,0.27,21988,44
2,4,confirm,8,that thing happened,F,Emily has been saving for a year,factH,Did Brian confirm that a particular thing happened?,8,M,Ashley,Ronald,C,0.06,12763,44
3,5,discover,12,that thing happened,F,Frank is allergic to cats,factL,Did Melissa discover that a particular thing happened?,12,F,Helen,Joyce,NonProj,0.04,18562,44
4,6,hear,15,that thing happened,F,Tony really likes to party with his friends,factH,Did Rebecca hear that a particular thing happened?,15,F,Betty,Stephanie,C,0.94,9274,44
5,7,suggest,13,that thing happened,F,Jackson is obese,factL,Did Laura suggest that a particular thing happened?,13,F,Jessica,Ruth,C,0.43,12651,44
6,8,announce,19,that thing happened,F,Jon lives 2 blocks away from work,factH,Did Ruth announce that a particular thing happened?,19,F,Donna,Virginia,C,0.83,12210,44
7,9,know,1,that thing happened,F,Mary is a middle school student,factL,Does Patrick know that a particular thing happened?,1,M,Kimberly,Brian,NonProj,0.99,12858,44
8,10,acknowledge,11,that thing happened,F,Danny loves cake,factH,Did Amanda acknowledge that a particular thing happened?,11,F,Nancy,Amy,C,0.6,10001,44
9,11,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Kimberly,NA,control,1.0,14840,44
10,12,admit,6,that thing happened,F,Mia is a college student,factH,Did Ray admit that a particular thing happened?,6,M,Jennifer,Scott,C,1.0,6882,44
11,13,pretend,14,that thing happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie pretend that a particular thing happened?,14,F,Paul,Angela,NonProj,0.15,7136,44
12,14,prove,4,that thing happened,F,Olivia works the third shift,factH,Did Jerry prove that a particular thing happened?,4,M,Elizabeth,Brandon,C,0.16,8363,44
13,15,reveal,3,that thing happened,F,Emma is in first grade,factL,Did Justin reveal that a particular thing happened?,3,M,Lisa,Jeffrey,NonProj,0.83,7930,44
14,16,see,9,that thing happened,F,Grace loves her sister,factH,Did Andrew see that a particular thing happened?,9,M,Michelle,Benjamin,NonProj,0.88,12331,44
15,17,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Mark,NA,control,1.0,9229,44
16,18,be_right_that,5,that thing happened,M,Sophia is a high end fashion model,factL,Is Ben right that a particular thing happened?,5,M,Mark,Edward,C,0.03,7786,44
17,19,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Lisa,NA,control,1.0,13375,44
18,20,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Richard,NA,control,1.0,10248,44
19,21,control,control3,that thing happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Steven,NA,control,1.0,9709,44
20,22,say,16,that thing happened,M,Josh is a 75-year old man,factL,Did Sharon say that a particular thing happened?,16,F,Steven,Julie,C,0.16,9803,44
21,23,confess,7,that thing happened,M,Isabella is a vegetarian,factL,Did Kevin confess that a particular thing happened?,7,M,Christopher,Raymond,C,0.57,12948,44
22,24,inform_Sam,10,that thing happened,F,Zoe is a math major,factH,Did Tim inform Sam that a particular thing happened?,10,M,Susan,Nicholas,C,1.0,16589,44
23,25,annoyed,20,that thing happened,M,Charley lives in Mexico,factH,Is Anna annoyed that a particular thing happened?,20,F,Matthew,Nicole,NonProj,1.0,8185,44
24,26,demonstrate,18,that thing happened,M,Julian is German,factL,Did Kathleen demonstrate that a particular thing happened?,18,F,Kenneth,Rebecca,C,0.29,12419,44
25,27,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Jessica,NA,control,1.0,8271,44
0,2,hear,6,that thing happened,F,Mia is a college student,factH,Did Ray hear that a particular thing happened?,6,M,Karen,Jerry,C,0.7,28187,45
1,3,control,control2,that thing happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after a particular thing happened?,control2,NA,Ashley,NA,control,0.28,13321,45
2,4,be_right_that,8,that thing happened,F,Emily never has any money,factL,Is Brian right that a particular thing happened?,8,M,Nancy,Larry,C,0.8,3114,45
3,5,control,control3,that thing happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that a particular thing happened?",control3,NA,Michelle,NA,control,0.82,2506,45
4,6,discover,17,that thing happened,F,Owen lives in Chicago,factH,Did Cynthia discover that a particular thing happened?,17,F,Carol,Brenda,NonProj,0.13,2119,45
5,7,annoyed,13,that thing happened,M,Jackson is training for a marathon,factH,Is Laura annoyed that a particular thing happened?,13,F,Christopher,Laura,NonProj,0.21,1761,45
6,8,confirm,9,that thing happened,M,Grace hates her sister,factL,Did Andrew confirm that a particular thing happened?,9,M,Robert,Jeffrey,C,0.83,5007,45
7,9,inform_Sam,10,that thing happened,F,Zoe is a math major,factH,Did Tim inform Sam that a particular thing happened?,10,M,Margaret,Benjamin,C,0.83,4431,45
8,10,control,control4,that thing happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that a particular thing happened?",control4,NA,Betty,NA,control,0.38,2153,45
9,11,say,14,that thing happened,M,Jayden's car is in the shop,factH,Did Stephanie say that a particular thing happened?,14,F,William,Melissa,C,0.26,11844,45
10,12,think,4,that thing happened,F,Olivia has two small children,factL,Does Jerry think that a particular thing happened?,4,M,Donna,Gary,NonProj,0.79,5983,45
11,13,control,control5,that thing happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that a particular thing happened?",control5,NA,Nancy,NA,control,0.17,10284,45
12,14,reveal,11,that thing happened,M,Danny loves cake,factH,Did Amanda reveal that a particular thing happened?,11,F,Thomas,Angela,NonProj,0.23,4619,45
13,15,demonstrate,12,that thing happened,M,Frank is allergic to cats,factL,Did Melissa demonstrate that a particular thing happened?,12,F,Steven,Carolyn,C,0.81,12712,45
14,16,control,control6,that thing happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Kimberly,NA,control,0.85,3270,45
15,17,control,control1,that thing happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though a particular thing happened last night?",control1,NA,Steven,NA,control,0.22,8505,45
16,18,admit,3,that thing happened,F,Emma is in first grade,factL,Did Justin admit that a particular thing happened?,3,M,Kimberly,Ronald,C,0.24,3895,45
17,19,acknowledge,19,that thing happened,F,Jon lives 10 miles away from work,factL,Did Ruth acknowledge that a particular thing happened?,19,F,Betty,Julie,C,0.86,3073,45
18,20,announce,18,that thing happened,F,Julian is German,factL,Did Kathleen announce that a particular thing happened?,18,F,Helen,Joyce,C,0.2,2887,45
19,21,pretend,7,that thing happened,F,Isabella is a vegetarian,factL,Did Kevin pretend that a particular thing happened?,7,M,Ashley,Timothy,NonProj,0.21,8046,45
20,22,confess,1,that thing happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick confess that a particular thing happened?,1,M,Sarah,Justin,C,0.84,2341,45
21,23,suggest,5,that thing happened,M,Sophia is a high end fashion model,factL,Did Ben suggest that a particular thing happened?,5,M,Richard,Alexander,C,0.35,3191,45
22,24,know,15,that thing happened,F,Tony really likes to party with his friends,factH,Does Rebecca know that a particular thing happened?,15,F,Lisa,Sharon,NonProj,0.26,2920,45
23,25,establish,2,that thing happened,M,Josie loves France,factH,Did Scott establish that a particular thing happened?,2,M,Matthew,Tyler,NonProj,0.87,2816,45
24,26,see,16,that thing happened,F,Josh is a 5-year old boy,factH,Did Sharon see that a particular thing happened?,16,F,Sandra,Janet,NonProj,0.24,7574,45
25,27,prove,20,that thing happened,F,Charley lives in Korea,factL,Did Anna prove that a particular thing happened?,20,F,Michelle,Stephanie,C,0.81,1887,45
0,2,control,control6,that thing happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that a particular thing happened?",control6,NA,Robert,NA,control,0.0,12694,46
